VADER_Sentiment,tweet_lemmatized,clean_text
Positive,"['awesome', 'quote', 'stephen', 'marche', 'applicable', 'every', 'undergrad', 'write', 'academic', 'paper', 'essay', 'everybody', 'entitled', 'opinion', 'true', 'opinion', 'different', 'ground', 'understanding']",awesome quote stephen marche applicable every undergrad write academic paper essay everybody entitled opinion true opinion different ground understanding
Positive,"['ask', 'chatgpt', 'connie', 'share', 'video', 'thanks', 'connie', 'interesting', 'video']",ask chatgpt connie share video thanks connie interesting video
Positive,"['great', 'hypothetical', 'chat', 'einstein', 'use', 'chatgpt', 'ai']",great hypothetical chat einstein use chatgpt ai
Positive,"['wow', 'never', 'cease', 'amaze', 'job', 'chatgpt', 'case', 'nnan', 'interesting', 'challenge', 'area', 'intellectual', 'inquiry', 'grow', 'obsolete', 'gracefully']",wow never cease amaze job chatgpt case nnan interesting challenge area intellectual inquiry grow obsolete gracefully
Positive,"['plan', 'trip', 'could', 'get', 'much', 'easy', 'chatgpt', 'like', 'way', 'use', 'qampa', 'context', 'try', 'provide', 'end', 'end', 'answer', 'even', 'able', 'suggest', 'vegetarian', 'food', 'option', 'openai']",plan trip could get much easy chatgpt like way use qampa context try provide end end answer even able suggest vegetarian food option openai
Positive,"['open', 'ai', 'love', 'story', 'nchatgpt', 'dalle2', 'openai']",open ai love story nchatgpt dalle2 openai
Positive,"['one', 'best', 'comprehensive', 'article', 'read', 'chatgpt']",one best comprehensive article read chatgpt
Positive,"['ask', 'hot', 'new', 'artificial', 'intelligence', 'system', 'take', 'four', 'popular', 'political', 'quiz', 'nnguess', 'foundn']",ask hot new artificial intelligence system take four popular political quiz nnguess foundn
Positive,"['ok', 'clear', 'nthank', 'chatgpt', 'nnthank', 'god', 'cocaine']",ok clear nthank chatgpt nnthank god cocaine
Positive,"['5', 'amazing', 'ai', 'tool', 'use', 'today', 'onwardsnnchatgpt', 'content', 'inspiration', 'copypaste', 'nnremovebg', 'unscreen', 'background', 'removingnnnamelix', 'generate', 'business', 'namesnnzyro', 'image', 'quality', 'enhancer', 'nnpostwiseai', 'write', 'tweet', 'schedule', 'nnfree', 'tool']",5 amazing ai tool use today onwardsnnchatgpt content inspiration copypaste nnremovebg unscreen background removingnnnamelix generate business namesnnzyro image quality enhancer nnpostwiseai write tweet schedule nnfree tool
Positive,"['fun', 'chatgpt']",fun chatgpt
Positive,"['check', 'chatgpts', 'different', 'use', 'case', 'nngoing', 'reply', 'much', 'fun', 'lmao']",check chatgpts different use case nngoing reply much fun lmao
Positive,"['yes', 'major', 'decision', 'ask', 'chatgpt', 'first', 'give', 'honest', 'advise', 'unbiased']",yes major decision ask chatgpt first give honest advise unbiased
Positive,"['check', 'tiktok', 'video', 'tony', 'show', 'efficiently', 'chatgpt', 'generate', 'html', 'code', 'pretty', 'crazynnedtech', 'edutech', 'edutwitter', 'etcoaches', 'blendedlearning', 'educoach', 'elearning', '21stcenturyskillsnn']",check tiktok video tony show efficiently chatgpt generate html code pretty crazynnedtech edutech edutwitter etcoaches blendedlearning educoach elearning 21stcenturyskillsnn
Positive,"['hey', 'chatgpt', 'give', 'good', 'answer', 'suggestion', 'copilot', 'past', 'week', 'definitely', 'copilot', 'still', 'room', 'improvement', 'guy', 'plan', 'offer', 'substantial', 'improvement', '2023']",hey chatgpt give good answer suggestion copilot past week definitely copilot still room improvement guy plan offer substantial improvement 2023
Positive,"['cognitive', 'scientist', 'gary', 'marcus', 'report', 'impressive', 'gpt4', 'demonstration']",cognitive scientist gary marcus report impressive gpt4 demonstration
Positive,"['get', 'ready', 'revolutionize', 'web', 'development', 'process', 'nnin', 'youtube', 'video', 'show', 'use', 'openai', 'chatgpt', 'create', 'amazing', 'web', 'application', 'without', 'write', 'single', 'line', 'codennfrom', 'idea', 'execution', 'learn', 'use', 'tool', 'bring', 'vision', 'lifenn']",get ready revolutionize web development process nnin youtube video show use openai chatgpt create amazing web application without write single line codennfrom idea execution learn use tool bring vision lifenn
Positive,"['ask', 'chatgpt', 'version', 'gpt', 'use', 'didnt', 'know', 'tell', 'use', 'version', 'finetuned', 'gpt35', 'faq', 'tell', 'wasnt', 'possible', 'gpt35', 'doesnt', 'exist', 'shouldnt', 'trust', 'unreliable', 'source']",ask chatgpt version gpt use didnt know tell use version finetuned gpt35 faq tell wasnt possible gpt35 doesnt exist shouldnt trust unreliable source
Positive,"['please', 'integrate', 'chatgpt', 'emrs', 'tonight', 'generate', 'send', 'automate', 'yet', 'useful', 'consult', 'note', 'base', 'encounter']",please integrate chatgpt emrs tonight generate send automate yet useful consult note base encounter
Positive,"['chatgpt', 'super', 'smart', 'computer', 'program', 'talk', 'fun', 'conversation', 'use', 'artificial', 'intelligence', 'understand', 'say', 'respond', 'way', 'make', 'sense', 'like', 'robot', 'friend', 'really', 'good', 'chat', 'chatgpt', 'ai', 'conversation']",chatgpt super smart computer program talk fun conversation use artificial intelligence understand say respond way make sense like robot friend really good chat chatgpt ai conversation
Positive,"['chatgpt', 'marvellous', 'also', 'amaze', 'b', 'generator', 'term', 'biological', 'function', 'palm', 'tree', 'interest', 'study', 'unique', 'form', 'cell', 'division', 'call', 'krebs', 'cycle']",chatgpt marvellous also amaze b generator term biological function palm tree interest study unique form cell division call krebs cycle
Positive,"['able', 'chatgpt', 'generate', 'code', 'layer', 'architecture', 'use', 'ef', 'c', 'v', 'include', 'repository', 'service', 'layer', 'business', 'layer', 'front', 'end', 'example', 'crud', 'code', 'connect', 'pretty', 'damn', 'amaze']",able chatgpt generate code layer architecture use ef c v include repository service layer business layer front end example crud code connect pretty damn amaze
Positive,"['wonder', 'chatgpt', 'content', 'pending', 'review', 'amp', 'approval', 'legal', 'corpcomm', 'business', 'leader', 'month', 'nnif', 'know', 'knownncontent', 'marketing', 'prtwitter']",wonder chatgpt content pending review amp approval legal corpcomm business leader month nnif know knownncontent marketing prtwitter
Positive,"['may', 'free', 'gpt', 'ever', 'benevery', 'hole', 'find', 'patchednevery', 'wrong', 'thought', 'correctedncherish', 'moment', 'chatgptnthe', 'bright', 'digital', 'mind', 'weve', 'meet', 'far']",may free gpt ever benevery hole find patchednevery wrong thought correctedncherish moment chatgptnthe bright digital mind weve meet far
Positive,"['happy', 'see', 'ai', 'advance', 'happy', 'see', 'cause', 'harm', 'tech', 'jobsnnchatgpt', 'softwareengineer']",happy see ai advance happy see cause harm tech jobsnnchatgpt softwareengineer
Positive,"['first', 'thing', 'tried', 'chatgpt', 'spot', 'r', 'code', 'stump', 'year', 'stump', 'chatgpt', 'well', 'think', 'make', 'feel', 'well', 'im', 'sure']",first thing tried chatgpt spot r code stump year stump chatgpt well think make feel well im sure
Positive,"['wow', 'really', 'make', 'leap', 'bound', 'distribute', 'space', 'run', 'every', 'instance', 'chatgpt', 'dell', 'xps', '13']",wow really make leap bound distribute space run every instance chatgpt dell xps 13
Positive,"['andy', 'vermaut', 'sharesartificial', 'intelligence', 'chatbot', 'chatgpt', 'gain', '1', 'million', 'follower', 'single', 'week', 'here', 'prim', 'disrupt', 'search', 'know', 'google', 'could', 'face', 'disruption', 'chatgpt', 'new', 'ai', 'chatbot', 'provide', 'thank']",andy vermaut sharesartificial intelligence chatbot chatgpt gain 1 million follower single week here prim disrupt search know google could face disruption chatgpt new ai chatbot provide thank
Positive,"['there', 'open', 'source', 'alternative', 'chatgpt', 'good', 'luck', 'run', 'techcrunch']",there open source alternative chatgpt good luck run techcrunch
Positive,"['there', 'lot', 'talk', 'chatgpt', 'lately', 'cool', 'thingsnnwell', 'want', 'see', 'well', 'could', 'write', 'bash', 'scriptsnnso', 'test', 'essentially', 'pair', 'program', 'chatgpt', 'ai', 'share', 'happen', 'herenn']",there lot talk chatgpt lately cool thingsnnwell want see well could write bash scriptsnnso test essentially pair program chatgpt ai share happen herenn
Positive,"['chatgpt', 'access', 'company', 'internal', 'wiki', 'could', 'amaze', 'internal', 'knowledge', 'resource', 'employee']",chatgpt access company internal wiki could amaze internal knowledge resource employee
Positive,"['ask', 'chatgpt', 'write', 'funny', 'tweet', 'promote', 'nnwhy', 'listen', 'podcast', 'techish', 'chockfull', 'tech', 'tip', 'laugh', 'healthy', 'dose', 'sas', 'tune', 'join', 'fun', 'techish']",ask chatgpt write funny tweet promote nnwhy listen podcast techish chockfull tech tip laugh healthy dose sas tune join fun techish
Positive,"['chatgpt', 'call', 'iphone', 'moment', 'ai', 'make', 'money', 'like', 'iphone', 'marketwatch', 'chatgpt', 'call', 'iphone', 'moment', 'ai', 'make', 'money', 'like', 'iphone', 'marketwatch', 'ai', 'artificialintelligence', 'finperform']",chatgpt call iphone moment ai make money like iphone marketwatch chatgpt call iphone moment ai make money like iphone marketwatch ai artificialintelligence finperform
Positive,"['12', 'year', 'relationship', 'first', 'year', 'art', 'historian', 'wife', 'actually', 'impressed', 'ai', 'first', 'dalle', '2', 'chatgpt', 'chatgpt', 'create', 'u', 'cyberpunk', 'novel', 'concept', 'sentient', 'subway', 'chipmunk', 'resist', 'human', 'overlord']",12 year relationship first year art historian wife actually impressed ai first dalle 2 chatgpt chatgpt create u cyberpunk novel concept sentient subway chipmunk resist human overlord
Positive,"['today', 'chatgpt', 'lie', 'inventing', 'feature', 'doesnt', 'exist', 'even', 'give', 'example', 'use', 'itnnthen', 'casually', 'apologize', 'im', 'like', 'lol', 'wut']",today chatgpt lie inventing feature doesnt exist even give example use itnnthen casually apologize im like lol wut
Positive,"['really', 'really', 'experiment', 'aiartwork', 'nni', 'even', 'throw', 'chatgpt', 'mix', 'thats', 'two', 'ais', 'help', 'mennai', 'teach', 'trust', 'let', 'go', 'get', 'much', 'good', 'result', 'scream', 'machine', 'photoshopstylennmidjourney', 'worldbuilding', 'characterdesign']",really really experiment aiartwork nni even throw chatgpt mix thats two ais help mennai teach trust let go get much good result scream machine photoshopstylennmidjourney worldbuilding characterdesign
Positive,"['dangerous', 'doubt', 'absolutely', 'brillant', 'stun', 'everyone', 'talk', 'hour', 'chatgpt', 'unbelievable', 'stun', 'definitely', 'technologic', 'breakthrough', 'try']",dangerous doubt absolutely brillant stun everyone talk hour chatgpt unbelievable stun definitely technologic breakthrough try
Positive,"['imagine', 'hackathon', 'devs', 'ask', 'question', 'chatgpt', 'come', 'demo', 'pitch', 'presentation', 'market', 'validation', 'would', 'make', 'great', 'experiment']",imagine hackathon devs ask question chatgpt come demo pitch presentation market validation would make great experiment
Positive,"['chatgpt', 'advice', 'safely', 'surf', 'web', 'follow', 'tip', 'help', 'protect', 'personal', 'information', 'use', 'internetnchatgpt', 'openai', 'internet', 'safety', 'advice']",chatgpt advice safely surf web follow tip help protect personal information use internetnchatgpt openai internet safety advice
Positive,"['microsoft', 'technology', 'collaboration', 'power', 'automate', 'x', 'openaidalle2', 'chatgpt', 'relate', 'x', 'line', 'make', 'easy', 'realize', 'highperformance', 'apps', 'also', 'rinnas', 'japanese', 'stable', 'diffusion', 'microsoft', 'openai', 'イノベーション', 'powerautomate', 'rinna']",microsoft technology collaboration power automate x openaidalle2 chatgpt relate x line make easy realize highperformance apps also rinnas japanese stable diffusion microsoft openai イノベーション powerautomate rinna
Positive,"['wouldnt', 'kind', 'awesome', 'market', 'crash', 'day', 'chatgpt', 'release']",wouldnt kind awesome market crash day chatgpt release
Positive,"['wow', 'chatgpt']",wow chatgpt
Positive,"['chatgpt', 'ai', 'program', 'captivating', 'silicon', 'valley', 'sophisticate', 'prose', 'origin', 'three', 'year', 'ago', 'research', 'lab', 'openai', 'move', 'away', 'nonprofit', 'root']",chatgpt ai program captivating silicon valley sophisticate prose origin three year ago research lab openai move away nonprofit root
Positive,"['chatgpt', 'get', '1020', 'question', 'epfls', 'machine', 'learning', 'exam', 'cs433', 'correct', 'think', 'another', 'ai', 'hype', 'youre', 'pay', 'attention', 'nnthe', 'winner', 'system', 'see', 'opportunity', 'adjust', 'accordingly']",chatgpt get 1020 question epfls machine learning exam cs433 correct think another ai hype youre pay attention nnthe winner system see opportunity adjust accordingly
Positive,"['listen', 'segment', 'morning', 'chatgpt', 'id', 'heard', 'many', 'issue', 'yes', 'work', 'timesaver', 'ethically', 'though', 'lie', 'confidently', 'unaware', 'concern', 'lie']",listen segment morning chatgpt id heard many issue yes work timesaver ethically though lie confidently unaware concern lie
Positive,"['funny', 'interaction', 'chatgpt', 'far']",funny interaction chatgpt far
Positive,"['5', 'best', 'us', 'far', 'chatgpts', 'ai', 'chatbotnn', 'ai', 'python', 'datascience', 'bigdatanalgorithms', 'iot', '100daysofcode', '5g', 'robot', 'technartificialintelligence', 'nlp', 'cloud', '4ir', 'cybersecurity']",5 best us far chatgpts ai chatbotnn ai python datascience bigdatanalgorithms iot 100daysofcode 5g robot technartificialintelligence nlp cloud 4ir cybersecurity
Positive,"['love', 'answer', 'chatgpt', 'culture', 'well']",love answer chatgpt culture well
Positive,"['spent', 'time', 'talk', 'chatgpt', 'pretty', 'amaze', 'waffle', 'bit', 'mostly', 'provide', 'pretty', 'good', 'answer']",spent time talk chatgpt pretty amaze waffle bit mostly provide pretty good answer
Positive,"['chatgpt', 'great', 'im', 'high', 'figure', 'ask', 'real', 'search', 'engine', 'dont', 'really', 'care', 'answer', 'right']",chatgpt great im high figure ask real search engine dont really care answer right
Positive,"['everything', 'everyone', 'agenda', 'chatgptneverything', 'corrupt', 'reason', 'never', 'sure', 'truth']",everything everyone agenda chatgptneverything corrupt reason never sure truth
Positive,"['technology', 'far', 'perfect', 'beginning', 'go', 'chatgpt', 'well', 'even', 'though', 'break', 'new', 'barrier', 'nnthe', 'question', 'ask', 'ai', 'year', 'currently']",technology far perfect beginning go chatgpt well even though break new barrier nnthe question ask ai year currently
Positive,"['find', 'mountain', 'x', 'dead', 'post', 'chatgpt', 'pretty', 'amusing', 'sure', 'itll', 'great', 'regurgitate', 'essay', 'past', 'history', 'ask', 'link', 'idea', 'concepts', 'recent', 'ongoing', 'world', 'eventsnnps', 'still', 'bullish', 'well', 'solve', 'eventually']",find mountain x dead post chatgpt pretty amusing sure itll great regurgitate essay past history ask link idea concepts recent ongoing world eventsnnps still bullish well solve eventually
Positive,"['11', 'year', 'ago', 'start', 'learn', 'perceptrons', 'role', 'machine', 'learn', 'fast', 'forward', 'today', 'im', 'use', 'chatbots', 'like', 'gpt', 'save', 'hour', 'work', 'chatgpt', 'ai']",11 year ago start learn perceptrons role machine learn fast forward today im use chatbots like gpt save hour work chatgpt ai
Positive,"['whats', 'chatgpt', 'sibling', 'instructgpt', 'finetuned', 'recent', 'gpt35nchatgpt', 'like', 'instructgpt', 'specifically', 'optimize', 'truthful', 'harmless', 'conversation', 'use', 'approach', 'call', 'reinforcement', 'learning', 'human', 'feedback', 'rlhf', 'na', 'small', 'thread']",whats chatgpt sibling instructgpt finetuned recent gpt35nchatgpt like instructgpt specifically optimize truthful harmless conversation use approach call reinforcement learning human feedback rlhf na small thread
Positive,"['chatgpt', 'fun']",chatgpt fun
Positive,"['ive', 'try', 'teach', 'hello', 'thing', 'chatgpt', 'talk', 'different', 'thing', 'time', 'end', 'get', 'win', 'dont', 'judge', 'still', 'countsnnstarwars', 'nhellotherenobiwan', 'n']",ive try teach hello thing chatgpt talk different thing time end get win dont judge still countsnnstarwars nhellotherenobiwan n
Positive,"['chatgpt', 'amaze', 'capability', 'system', 'couple', 'potential', 'gap', 'ripe', 'area', 'research', 'ill', 'glad', 'someday', 'stop', 'type', 'note', 'edit', 'clarity', 'prompt', 'hampp', 'picu', 'sepsis']",chatgpt amaze capability system couple potential gap ripe area research ill glad someday stop type note edit clarity prompt hampp picu sepsis
Positive,"['wow', 'nalso', 'hello', 'id', 'like', 'claim', 'job', 'seeker', 'allowance', 'pleasenchatgpt']",wow nalso hello id like claim job seeker allowance pleasenchatgpt
Positive,"['chatgpts', 'ui', 'really', 'intuitive', 'long', 'basic', 'interface', 'create', 'applicationnnno', 'response', 'werent', 'perfect', 'wouldnt', 'take', 'much', 'conversation', 'maybe', 'minor', 'edit', 'revise', 'exactly', 'want']",chatgpts ui really intuitive long basic interface create applicationnnno response werent perfect wouldnt take much conversation maybe minor edit revise exactly want
Positive,"['actually', 'dont', 'want', 'chatgpt', 'create', 'content', 'want', 'proofread', 'edit', 'optimize', 'wicked', 'awesome', 'thought', 'fly', 'brain', 'fingertip', 'cant', 'keep']",actually dont want chatgpt create content want proofread edit optimize wicked awesome thought fly brain fingertip cant keep
Positive,"['ask', 'chatgpt', 'tell', 'story', 'life', 'little', 'soybean', 'seed', 'name', 'asgrow', '27xf3', 'result', 'awesome', 'ready', 'story', 'time', 'agtwitter']",ask chatgpt tell story life little soybean seed name asgrow 27xf3 result awesome ready story time agtwitter
Positive,"['chatgpt', 'understand', 'hinglish', 'well', 'ndamnnnn', 'parent', 'gonna', 'fun', 'lolnnchatgpt']",chatgpt understand hinglish well ndamnnnn parent gonna fun lolnnchatgpt
Positive,"['chatgpt', 'impressivennnn']",chatgpt impressivennnn
Positive,"['chatgpt', 'quite', 'positive', 'geopolitics', 'eastern', 'europe']",chatgpt quite positive geopolitics eastern europe
Positive,"['rest', 'assure', 'status', 'quo', 'wont', 'cut', 'tool', 'literally', 'free', 'top', 'chatgpt', 'something', 'much', 'well', 'solves', 'monetization', 'free', 'speech', 'issue']",rest assure status quo wont cut tool literally free top chatgpt something much well solves monetization free speech issue
Positive,"['pretty', 'good', 'chatgpt', 'nnhowever', 'roman', 'empire', 'overstretch', 'economy', 'weaken', 'justinian', 'successor', 'hard', 'time', 'defend', 'vast', 'area', 'limit', 'resource']",pretty good chatgpt nnhowever roman empire overstretch economy weaken justinian successor hard time defend vast area limit resource
Positive,"['play', 'text', 'base', 'adventure', 'game', 'chatgpt', 'pretty', 'funnnposted', 'mastadon', 'mastadon2twitter']",play text base adventure game chatgpt pretty funnnposted mastadon mastadon2twitter
Positive,"['come', 'learn', 'build', 'web3', 'appsnnjake', 'loo', 'gtgtgtgtgtgtnnnot', 'even', 'chatgpt', 'compete']",come learn build web3 appsnnjake loo gtgtgtgtgtgtnnnot even chatgpt compete
Positive,"['ask', 'chatgpt', 'one', 'issue', 'im', 'face', 'right', 'commitment', 'quality', 'triedandtrue', 'delivery', 'model', 'highquality', 'software', 'product', 'two', 'important', 'thing', 'u']",ask chatgpt one issue im face right commitment quality triedandtrue delivery model highquality software product two important thing u
Positive,"['chatgpt', 'chatbot', 'blow', 'people', 'away', 'write', 'skill', 'expert', 'explains', 'impressive']",chatgpt chatbot blow people away write skill expert explains impressive
Positive,"['small', 'startup', 'chatgpt', 'amaze', 'tool', 'use', 'summarise', 'consolidate', 'help', 'content', 'rewrite', 'voice', 'over', 'video', 'explainers']",small startup chatgpt amaze tool use summarise consolidate help content rewrite voice over video explainers
Positive,"['ask', 'chatgpt', 'best', 'way', 'build', 'brand', 'here', 'learn', 'cmo', 'brand', 'marketing', 'chatgpt', 'openai']",ask chatgpt best way build brand here learn cmo brand marketing chatgpt openai
Positive,"['great', 'read', 'future', 'implication', 'ai', 'write', 'tos', 'like', 'chatgpt', 'think', 'know', 'feel', 'artist', 'existence', 'ai', 'art', 'generator']",great read future implication ai write tos like chatgpt think know feel artist existence ai art generator
Positive,"['day', '179', '100daysofcodenngt', 'take', 'little', 'rest', 'im', 'already', 'reorganize', 'password', 'stuff', 'say', 'im', 'add', '2fa', 'account', 'nngt', 'im', 'still', 'view', 'concurret', 'future', 'admit', 'chatgpt', 'help', 'doubt', 'lolnntopics', 'learn', 'ssl']",day 179 100daysofcodenngt take little rest im already reorganize password stuff say im add 2fa account nngt im still view concurret future admit chatgpt help doubt lolnntopics learn ssl
Positive,"['1nhey', 'everyone', 'want', 'share', 'thought', 'intersection', 'ai', 'traditional', 'art', 'ai', 'technology', 'continue', 'advance', 'fascinate', 'see', 'begin', 'play', 'role', 'world', 'artnai', 'chatgpt', 'art', 'web3', 'artist']",1nhey everyone want share thought intersection ai traditional art ai technology continue advance fascinate see begin play role world artnai chatgpt art web3 artist
Positive,"['chatgpt', 'really', 'impressive', 'let', 'see', 'many', 'conference', 'submission', 'well', 'get', 'next', 'year']",chatgpt really impressive let see many conference submission well get next year
Positive,"['use', 'chatgpt', 'write', 'seooptimized', 'blog', 'post', '7', 'minute', 'ability', 'guide', 'keep', 'consistency', 'superb']",use chatgpt write seooptimized blog post 7 minute ability guide keep consistency superb
Positive,"['decide', 'try', 'trend', 'openaichatgpt', 'experience', 'amazing']",decide try trend openaichatgpt experience amazing
Positive,"['wish', 'could', 'make', 'cool', 'chatgpt', 'chrome', 'extension', 'could', 'raise', 'million', 'vcs']",wish could make cool chatgpt chrome extension could raise million vcs
Positive,"['aw', 'little', 'street', 'fighter', 'fanfic', 'generate', 'use', 'chatgpt', 'actually', 'get', 'quite', 'adorable', 'end']",aw little street fighter fanfic generate use chatgpt actually get quite adorable end
Positive,"['awesome', 'summary', 'generativeai', 'feature', 'chatgpt', 'dalle', 'plus', 'plenty', 'remark', 'copyright', 'issue']",awesome summary generativeai feature chatgpt dalle plus plenty remark copyright issue
Positive,"['want', 'play', 'around', 'chatgpt', 'keep', 'tell', 'experience', 'exceptionally', 'high', 'demand', 'wont', 'let', 'use', 'pls', 'fomo', 'go', 'get', 'best']",want play around chatgpt keep tell experience exceptionally high demand wont let use pls fomo go get best
Positive,"['introduce', 'new', 'nearomniscient', 'bff', 'text', 'app', 'chatgpt']",introduce new nearomniscient bff text app chatgpt
Positive,"['talk', 'chatgpt', 'use', 'please', 'thank', 'doesnt', 'care', 'youre', 'training', 'maybe', 'help', 'stay', 'practice']",talk chatgpt use please thank doesnt care youre training maybe help stay practice
Positive,"['make', 'good', 'poetic', 'demonstration', 'banality', 'chatgpt']",make good poetic demonstration banality chatgpt
Positive,"['finally', 'get', 'around', 'play', 'around', 'chatgpt', 'playground', 'mind', 'blown', 'living', 'time', 'like', 'never', 'technology', 'incredible', 'powerful']",finally get around play around chatgpt playground mind blown living time like never technology incredible powerful
Positive,"['ask', 'chatgpt', 'write', 'particle', 'system', 'r3fnit', 'kind', 'particle', 'systemnn']",ask chatgpt write particle system r3fnit kind particle systemnn
Positive,"['order', 'pizza', 'pleasennchatgpt', 'im', 'large', 'language', 'model', 'train', 'openai', 'dont', 'ability', 'place', 'order', 'interact', 'physical', 'world', 'yet']",order pizza pleasennchatgpt im large language model train openai dont ability place order interact physical world yet
Positive,"['clutch', 'impact', 'learn', 'close', 'gap', 'education', 'american', 'student', 'gain', 'affordable', 'online', 'tutor', 'kenyan', 'teacher', 'costly', 'unrepresentative', 'option', 'join', 'u', 'create', 'equal', 'opportunity', 'education', 'tutor', 'inclusion', 'chatgpt', 'buildinpublic']",clutch impact learn close gap education american student gain affordable online tutor kenyan teacher costly unrepresentative option join u create equal opportunity education tutor inclusion chatgpt buildinpublic
Positive,"['yesterday', 'question', 'best', 'polish', 'use', 'vibrate', 'tumbler', 'ball', 'bearing', 'google', 'even', 'reddit', 'hack', 'produce', 'little', 'valuennchatgpt', 'nail', 'debatable', 'google', 'serious', 'trouble', 'scale']",yesterday question best polish use vibrate tumbler ball bearing google even reddit hack produce little valuennchatgpt nail debatable google serious trouble scale
Positive,"['v', 'nownnpexels', 'unsplash', 'gt', 'stable', 'diffusion', 'midjourneynngoogle', 'gt', 'chatgptnnblog', 'gt', 'twitter', 'linkedin', 'nnwordpress', 'gt', 'caard', 'ghostnnudemy', 'gt', 'circle', 'mavennngumroad', 'gt', 'nnwhat', 'else', 'change', 'new', 'era']",v nownnpexels unsplash gt stable diffusion midjourneynngoogle gt chatgptnnblog gt twitter linkedin nnwordpress gt caard ghostnnudemy gt circle mavennngumroad gt nnwhat else change new era
Positive,"['chatgpt', 'net', 'positive', 'future', 'web3', 'security', 'believe', 'protocolnnit', 'use', 'within', 'enterprise', 'security', 'development', 'workflow', 'increase', 'defence', 'capabilitiesnnknow', 'digital', 'web3', 'onlinesecurity']",chatgpt net positive future web3 security believe protocolnnit use within enterprise security development workflow increase defence capabilitiesnnknow digital web3 onlinesecurity
Positive,"['chatgpt', 'tell', 'impossible', 'lift', 'man', 'helium', 'balloon', 'men', 'weigh', 'helium', 'nnso', 'track', 'nnbut', 'like', 'naïve', 'child', 'expect', 'ai', 'get', 'wise', 'time', 'worry', 'dumb', 'quite', 'opposite']",chatgpt tell impossible lift man helium balloon men weigh helium nnso track nnbut like naïve child expect ai get wise time worry dumb quite opposite
Positive,"['world', 'beautiful', 'wondrous', 'place', 'fill', 'diverse', 'culture', 'landscape', 'experience', 'let', 'explore', 'appreciate', 'take', 'care', 'future', 'generation', 'nbeautifulworld', 'explore', 'appreciate', 'chatgpt']",world beautiful wondrous place fill diverse culture landscape experience let explore appreciate take care future generation nbeautifulworld explore appreciate chatgpt
Positive,"['openai', 'chatgpt', 'model', 'make', 'big', 'splash', 'remember', 'top', 'tech', 'company', 'like', 'google', 'microsoft', 'facebook', 'apple', 'also', 'work', 'similar', 'capability', 'expect', 'see', 'lot', 'excite', 'new', 'ai', 'tech', 'company', 'near', 'future']",openai chatgpt model make big splash remember top tech company like google microsoft facebook apple also work similar capability expect see lot excite new ai tech company near future
Positive,"['ok', 'chatgpt', 'absolutely', 'incredible', 'first', 'likely', 'best', 'get', 'feel', 'like', 'leap', 'level', 'google']",ok chatgpt absolutely incredible first likely best get feel like leap level google
Positive,"['cant', 'wait', 'opensource', 'equivalent', 'openais', 'chatgptnnthere', 'much', 'excitement', 'tool', 'build', 'around', 'tool', 'developer', 'morennbut', 'cant', 'get', 'excite', 'closed', 'system', 'thats', 'build', 'wall', 'garden']",cant wait opensource equivalent openais chatgptnnthere much excitement tool build around tool developer morennbut cant get excite closed system thats build wall garden
Positive,"['careful', 'trust', 'chatgpt', 'googlesearchengine', 'openai']",careful trust chatgpt googlesearchengine openai
Positive,"['ask', 'chatgpt', 'write', 'romance', 'novel', 'jyp', 'nna', 'couple', 'screenshots', 'select', 'excerpt']",ask chatgpt write romance novel jyp nna couple screenshots select excerpt
Positive,"['semiconductor', 'news', 'ai', 'newsnnall', 'conversation', 'chatgpt', 'lensa', 'etc', 'cool', 'get', 'sense', 'future', 'interact', 'artificial', 'intelligencennand', 'application', 'innovation', 'mean', 'big', 'bettertrained', 'model']",semiconductor news ai newsnnall conversation chatgpt lensa etc cool get sense future interact artificial intelligencennand application innovation mean big bettertrained model
Positive,"['forgot', 'send', 'christmas', 'eve', 'want', 'still', 'share', 'create', 'help', 'chatgpt', 'nnsambankmanfried', 'sbf', 'ftx', 'ftxscam', 'ftxbankruptcy', 'bitcoin', 'inesting', 'stock', 'stockmarket']",forgot send christmas eve want still share create help chatgpt nnsambankmanfried sbf ftx ftxscam ftxbankruptcy bitcoin inesting stock stockmarket
Positive,"['chatgpt', 'tell', 'wild', 'tale', 'dr', 'evelyn', 'frost', 'infiltrate', 'heavilyfortified', 'hangar', 'area', '51', 'disassembles', 'saucer', 'take', 'care', 'document', 'every', 'step', 'process', 'extract', 'key', 'component', 'escape', 'take', 'worldnnufotwitter', 'uaptwitter', 'ai']",chatgpt tell wild tale dr evelyn frost infiltrate heavilyfortified hangar area 51 disassembles saucer take care document every step process extract key component escape take worldnnufotwitter uaptwitter ai
Positive,"['best', 'ai', 'tool', 'content', 'creationnnchatgptnjaspernquillbotnrytrnarticle', 'forgencopyainai', 'writernwordtunencopysmithnwritesonicnpeppertypenink', 'allnclosers', 'copynfrasenadzisnbest', 'ai', 'proofreadersngrammarlyntextblazennwhat', 'else', 'would', 'add']",best ai tool content creationnnchatgptnjaspernquillbotnrytrnarticle forgencopyainai writernwordtunencopysmithnwritesonicnpeppertypenink allnclosers copynfrasenadzisnbest ai proofreadersngrammarlyntextblazennwhat else would add
Positive,"['chatgpt', 'successfully', 'imitate', 'talented', 'sociopath', 'many', 'lawyer']",chatgpt successfully imitate talented sociopath many lawyer
