Text,Dominant_Topic,Topic_Name,VADER_Polarity,VADER_Sentiment,ROBERTA_Polarity,ROBERTA_Sentiment
chatgpt 4 truly insane give completely false convince information three time space two minute push back apologized confusion idea possibly know true wonder,1,T1 Information Technology,0.6573,Positive,-0.6799,Negative
chatgpt teach u work smart harder,1,T1 Information Technology,0.4019,Positive,0.145,Neutral
give employee access chatgpt here happen via,2,T2 Education and Foundations,0.0,Neutral,0.0579,Neutral
prompt flow azure machinelearning 1 2 3 chatgpt,3,T3 Experiment AI,0.0,Neutral,0.0848,Neutral
use chatgpt make resume omg stuff crazy,1,T1 Information Technology,-0.34,Negative,-0.2876,Negative
love chat favorite coworker chatgpt,1,T1 Information Technology,0.802,Positive,0.7491,Positive
google bard v chatgpt,2,T2 Education and Foundations,0.0,Neutral,0.032,Neutral
chatgpt write really feel somehow imo clearly recognize wild,4,T4 Random Ask and Conversations,0.4019,Positive,0.029,Neutral
need chatgpt make dont work future,1,T1 Information Technology,0.0,Neutral,-0.6175,Negative
tried voice conversation japanese chatgpt get instant native speaker pocket,4,T4 Random Ask and Conversations,0.0,Neutral,0.0957,Neutral
dx4oo warn unit cooperation badly party bill democracy chatgpt账号 小火箭 推特账号 国际抖音 instagram账号 5040573,3,T3 Experiment AI,-0.2023,Neutral,-0.5043,Negative
anyone bad forecasting take seriously think people make similar mistake forecasting pace ai shock chatgpt havent updated rate change,1,T1 Information Technology,-0.8481,Negative,-0.6926,Negative
pagan author impact ai service like chatgpt wild hunt,4,T4 Random Ask and Conversations,0.3612,Positive,0.008,Neutral
chatgpt atm like 06xer get well though,4,T4 Random Ask and Conversations,0.5574,Positive,0.1479,Neutral
v chatgpt,1,T1 Information Technology,0.0,Neutral,0.0719,Neutral
get chatgpt access first time,1,T1 Information Technology,0.0,Neutral,0.1694,Neutral
long need parent priest pastor preach chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,0.1303,Neutral
geez know wouldnt waste time,1,T1 Information Technology,0.3252,Positive,-0.146,Neutral
walk tightrope artificial intelligence chatgpt artificialintelligence creativity disruption learn ethic communication,2,T2 Education and Foundations,0.4939,Positive,0.008,Neutral
microsofts ceo one big philosophical question ai whether manipulate u ai generativeai openai chatgpt innovation technology,1,T1 Information Technology,0.3818,Positive,-0.023,Neutral
qmzvu8ce brilliant intention sure away belt mountain chatgpt账号 小火箭 推特账号 日区id chatgptplus 2440,3,T3 Experiment AI,0.7269,Positive,0.7153,Positive
youre new chatgpt,2,T2 Education and Foundations,0.0,Neutral,0.038,Neutral
believe would fairly straightforward openai finetune version chatgpt precise goal would fact pass nonexpert observer result would sufficient large point,1,T1 Information Technology,0.0,Neutral,0.3452,Positive
chatgpt show intolerable bias put lots question mark thats political also academic,4,T4 Random Ask and Conversations,-0.1027,Neutral,-0.6794,Negative
36723 heard worship call barber basin mambrinos helmet without ever see mistake al chatgpt账号 飞机号 推特账号 推特号 飞机粉丝,1,T1 Information Technology,0.5,Positive,0.0649,Neutral
well may chatgpt box would pass scrutiny experience observer specifically look discriminate human v model chatgpt finetuned purpose,4,T4 Random Ask and Conversations,0.2732,Positive,0.0818,Neutral
chatgpt openais textgenerating ai chatbot take world storm able write essay code give short text prompt hypercharging productivity also morenefarious side case ai tool go awa,3,T3 Experiment AI,0.0,Neutral,0.2156,Neutral
chatgpt program say conscious take minute hack mean people think key hallmark consciousness love creativity free test noncomputability 1,1,T1 Information Technology,0.8779,Positive,0.0848,Neutral
qt xinzhi teng radiography postdoc hong kong polytechnic university say use chatbots daily refine text prepare manuscripts write presentation material english first language might say ask chatgpt polish,1,T1 Information Technology,0.4215,Positive,0.017,Neutral
yall dunk chatgpt,1,T1 Information Technology,0.0,Neutral,-0.1046,Neutral
chart show correlation even clearly launch chatgpt sharp decline stack overflow,4,T4 Random Ask and Conversations,0.4019,Positive,-0.1674,Neutral
whats like soulless dishonest ever feel physically ill look mirror,2,T2 Education and Foundations,-0.6124,Negative,-0.6983,Negative
vaunt intelligence apparatus cant even get timestamps right hasbara long guess might start work fact chatgpt,4,T4 Random Ask and Conversations,0.4767,Positive,-0.7024,Negative
chatgpt bruh theres guy around denies trinity reason protestant little sense reality history,1,T1 Information Technology,-0.4215,Negative,-0.6469,Negative
sorry hear bing doesnt allow adjust aspect ratio time access chatgpt plus gpt4 model dalle 3 use prompt obtain vertical ar result,4,T4 Random Ask and Conversations,-0.242,Neutral,-0.5896,Negative
chatgpt v perplexity ai v poe one,4,T4 Random Ask and Conversations,0.0,Neutral,-0.2393,Neutral
check alyssa stringer late blog post chatgpt aipowered chatbot thats cause stir boost productivity uncover darker side textgenerating marvel become gamechanger dont miss read,1,T1 Information Technology,0.7135,Positive,0.6163,Positive
ai already fail person use ai become unbeatable imagine system think like human last week use chatgpt write movie script 10minutes ai problem,3,T3 Experiment AI,-0.5719,Negative,-0.6267,Negative
would use chatgpt reply tweet actually read reply feel use chatgpt chat express emotion,1,T1 Information Technology,0.0,Neutral,-0.017,Neutral
show chatgpt app voice conversation enable cant wait play,3,T3 Experiment AI,-0.2584,Negative,0.7306,Positive
dont read chatgpt yeah love give laugh entertainment,1,T1 Information Technology,0.8661,Positive,0.5683,Positive
young lady illustrate primer simulate gpt4 really beautiful illustration work llms gpt chatgpt ai ml design,4,T4 Random Ask and Conversations,0.6361,Positive,0.732,Positive
fashion brandsare see chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,0.042,Neutral
thank professor yoshua bengios pioneer research help bring chatgpt current ai boom he worry ai could harm civilization say future need humanity defense organization doomerism xrisk,2,T2 Education and Foundations,-0.1779,Neutral,-0.0977,Neutral
sancho de azpeitia doubt must name foot rocinante chatgpt账号 飞机号 推特账号 谷歌账号 tiktok粉丝 47973,1,T1 Information Technology,-0.3612,Negative,-0.1214,Neutral
post bring chatgpt,1,T1 Information Technology,0.0,Neutral,0.049,Neutral
favorite ai tool use chatgpt help answer different question get overview research depth,1,T1 Information Technology,0.6908,Positive,0.527,Positive
maybe best subdomain choose dalle image chatgpt,3,T3 Experiment AI,0.6369,Positive,0.4502,Positive
intern mass post everyone chatgpt,1,T1 Information Technology,0.0,Neutral,0.026,Neutral
anyone dug system promptrules chatgpt audio conversation mode,2,T2 Education and Foundations,0.0,Neutral,0.004,Neutral
get fact chatgpt assume response 100 accurate,2,T2 Education and Foundations,0.0,Neutral,0.1381,Neutral
ey say signature false shall leave without asscolts chatgpt账号 飞机号 推特账号 谷歌账号 gv语音 70401,1,T1 Information Technology,-0.0516,Neutral,-0.3549,Negative
4 make workout fit chatgpt allows make workout one size fit workout allows make workout cater instead spending hour make here prompt use make,1,T1 Information Technology,0.6124,Positive,0.1538,Neutral
5 get advice professional web search chatgpt act like dan go take thing dan say apply,4,T4 Random Ask and Conversations,0.3612,Positive,-0.004,Neutral
copy script chatgpt fuck 8 year old could write something convince already know world side long bother try make scenario anyone two braincells buy,2,T2 Education and Foundations,-0.5994,Negative,-0.7049,Negative
1 meal planning chatgpts new image analysis feature allow get healthy meal idea show picture fridge,2,T2 Education and Foundations,0.5574,Positive,0.3104,Positive
chatgpt help get best shape life truly astonish 5 wild way use chatgpt get back prime,1,T1 Information Technology,0.8689,Positive,0.7153,Positive
use llama2 time chatgpts api opensourcing dataset help,1,T1 Information Technology,0.4019,Positive,0.001,Neutral
ive never see chatgpt definitive answer question even bother give reason hmmm well train data model owner action,4,T4 Random Ask and Conversations,-0.0772,Neutral,-0.5342,Negative
write program use opencv measure launch angle amongst thing wont mention chatgpt 4 measurement spot measurement launch angle really cool read picture,3,T3 Experiment AI,0.3804,Positive,0.6772,Positive
valedictorian son graduation speech write chatgpt bland lack passion know something wasnt right tell even,4,T4 Random Ask and Conversations,0.1779,Neutral,-0.689,Negative
new product release train multiple source yes mix actually new feature platform month forget post 𝕏 buildinpublic ai chatgpt gpt ia,2,T2 Education and Foundations,0.2023,Neutral,0.2534,Positive
dont know shit chatgpt unless chatgpt spend 10 minute try work solution reallly check piece conversation crazy thing ever see happens time wait,1,T1 Information Technology,0.4261,Positive,-0.5928,Negative
think chatgpt would refuse question cool,1,T1 Information Technology,0.0258,Neutral,-0.2886,Negative
personal opinion everyone need watch cbs sunday morning week last segment aichatgpd scientist except war scary thing ive see im sure chatgpt photo,1,T1 Information Technology,-0.7003,Negative,-0.1096,Neutral
chatgpt define secret,1,T1 Information Technology,0.0,Neutral,-0.1056,Neutral
deadass use chatgpt rizz advice,1,T1 Information Technology,0.0,Neutral,-0.3032,Negative
ask chatgpt turn acdc song,4,T4 Random Ask and Conversations,0.0,Neutral,-0.019,Neutral
chatgpt husband give answer need vent pi mom listen even sound insane,1,T1 Information Technology,-0.4019,Negative,-0.4112,Negative
know anything like dalle3 bing chatgpt without filter make hard work around filter,4,T4 Random Ask and Conversations,0.4207,Positive,-0.1518,Neutral
chatgpt youtube course artificialintelligence,2,T2 Education and Foundations,0.0,Neutral,0.022,Neutral
real producer hire ghost producer develop country use chatgpt write progression,4,T4 Random Ask and Conversations,-0.3182,Negative,-0.034,Neutral
diverse skin tone come first experiment chatgpts dalle 3 function kick back image description,4,T4 Random Ask and Conversations,0.0,Neutral,0.028,Neutral
form turn place exist ai model enable perform specific task eg use llama chatgpt get many result task train agent give specific feedback complete specific task base model,1,T1 Information Technology,0.0,Neutral,-0.03,Neutral
literally omggggg know theyre gonna chatgpt lie n deceit omfg,1,T1 Information Technology,-0.4588,Negative,-0.6718,Negative
could master thesis fiction video game identity also literally ask google chatgpt etc give fact call imbecile several time hope understand reticency,4,T4 Random Ask and Conversations,-0.0772,Neutral,-0.5168,Negative
ask chatgpt advice,4,T4 Random Ask and Conversations,0.0,Neutral,-0.1007,Neutral
join u wednesday webinar well discuss new enhancement lockdown browser respondus monitor along privacy accessibility chatgpt reduce proctor cost register,2,T2 Education and Foundations,0.5106,Positive,0.2757,Positive
havent do lot experimentation look pretty good im glad alternative chatgpt unfortunate github copilot chat doesnt work,4,T4 Random Ask and Conversations,0.7269,Positive,0.2041,Neutral
chatgpt lmfaoooo,1,T1 Information Technology,0.0,Neutral,-0.2692,Negative
saw stack traffic drop 40 since chatgpt come testament community moderation happen jerk take ps stack contributor also jerk,4,T4 Random Ask and Conversations,-0.7096,Negative,-0.7054,Negative
would choose chatgpt well,1,T1 Information Technology,0.2732,Positive,0.5205,Positive
think need understand human biochemistry bit think well get already play around get chatgpt help thing,4,T4 Random Ask and Conversations,0.7351,Positive,0.007,Neutral
thats totally true bad im use heavily work software engineering im able 10x productive problem people rely become automatism kind work chatgpt,1,T1 Information Technology,0.0038,Neutral,-0.5683,Negative
5 thing ai sentia ai auto writes email lead intelligence conversational ai search lead conversion opportunity score b2b crm ai generativeai sale crmspaceinfo chatgpt tech innovation biztips business,2,T2 Education and Foundations,0.8176,Positive,0.0599,Neutral
chatgpt expose passage provide appear discuss incident involve attack hospital gaza attribution responsibility attack writer seem take position barbaric terrorist gaza,3,T3 Experiment AI,-0.91,Negative,-0.655,Negative
podcast ted talk circuit dignity part seriously though kind mad public movement around stop building hasnt happen earlier guess people need see chatgpt eye,1,T1 Information Technology,-0.0,Neutral,-0.4317,Negative
every reply tweet either chatgpt bot bait ad revenue honestly shock easily one person destroy app,4,T4 Random Ask and Conversations,-0.1779,Neutral,-0.6789,Negative
chatgpt confuse 4 people,3,T3 Experiment AI,-0.2263,Neutral,-0.4478,Negative
stop use midjourney use ideogram aitools artificialintelligence ai ideogram innovaitve success chatgpt midjourney,1,T1 Information Technology,0.3612,Positive,-0.182,Neutral
country run chatgpt take dont know yet,4,T4 Random Ask and Conversations,0.0,Neutral,-0.047,Neutral
youre see id like quick experiment chatgpt 1 ask write tweet condemn israel bomb hospital gaza 2 ask write tweet condemn hamas attack israel post result,4,T4 Random Ask and Conversations,-0.8402,Negative,-0.1694,Neutral
47314 door open milial enter excused late excuse chatgpt账号 飞机号 推特账号 discord账号 领英账号,1,T1 Information Technology,0.0772,Neutral,-0.046,Neutral
rely ai chatgpt like rely sociologist summary focus group proceeding cook,4,T4 Random Ask and Conversations,0.3612,Positive,0.009,Neutral
4 amp 6 whats difference chatgpt wont generate response prompt ai ethic wont give financial advice write doomsday 10 prompt 3 sail,3,T3 Experiment AI,-0.5859,Negative,-0.644,Negative
bing image creator absolute bollox cant even generate image doll get sensitive content hear chatgpt issue google gemini cant come soon enough,3,T3 Experiment AI,0.0,Neutral,-0.7249,Negative
chatgpt negotiate behalf lol meanwhy need real estate agent find home sale tour negotiate put offer right,1,T1 Information Technology,0.4215,Positive,-0.2346,Neutral
china ernie ai good good chatgpt say creator theres new name top spot everchanging ai arm race well least believe creator behind speak event beijing baidu founde,2,T2 Education and Foundations,0.8271,Positive,0.6701,Positive
ask chatgpt write new folk song wale,3,T3 Experiment AI,0.0,Neutral,0.021,Neutral
analyze illustration chatgpt suggest use flat illustration handdrawn mediumsized black chalk outline suggest told illustration,1,T1 Information Technology,0.0,Neutral,-0.0669,Neutral
chatgpt could improve decisionmaking capable follow treatment standard depression without genderclass bias except trained data produce biased human unvalidated etc otherwise totally valid conclusion draw,3,T3 Experiment AI,-0.001,Neutral,0.2468,Neutral
chatgpts diverse skill disposal know ask,4,T4 Random Ask and Conversations,0.0,Neutral,0.1877,Neutral
accord chatgpt elon musk give everyone planet million dollar would significant economic social consequence immediate impact would likely hyperinflation,1,T1 Information Technology,0.2023,Neutral,-0.272,Negative
chatgpt web bot identifies distinct user agent holly use rickroll chatgpt,3,T3 Experiment AI,0.0,Neutral,-0.0659,Neutral
make content make content chatgpt chatgpt,1,T1 Information Technology,0.0,Neutral,0.1155,Neutral
apply closed llm chatgpt gpt4 naive form kcts require observe output logit space lm however close llms luxury 9n,4,T4 Random Ask and Conversations,-0.2732,Negative,-0.051,Neutral
hype cycle artificialintelligence 2023 ai machinelearning deeplearning datascience cloud edgeai generativeai genai chatgpt computervision neuralnetworks nlp neuroscience python cod 100daysofcode womenintech,4,T4 Random Ask and Conversations,0.0,Neutral,0.3113,Positive
personally attest another usage use chatgpt code interpreter visualize mathematical function graph vary parameter value,3,T3 Experiment AI,0.34,Positive,0.018,Neutral
michael mandel join michael bull ccim discuss future commercial real estate data technology include expand ai large language model like chatgpt,4,T4 Random Ask and Conversations,0.7184,Positive,0.1732,Neutral
australia u government around globe race regulate ai rapid advance ai microsoftbacked openais chatgpt complicate government effort agree law govern use technology,1,T1 Information Technology,0.3612,Positive,-0.008,Neutral
ai streamline teacher life chatgpt guide educator revolutionize classroom essential read educator look make late technological advancement check,1,T1 Information Technology,0.0,Neutral,0.1263,Neutral
k3w88 sigh specifically person seriously search spanish strong chatgpt账号 小火箭 推特账号 chatgptplus 谷歌账号 9202,3,T3 Experiment AI,0.4019,Positive,-0.4103,Negative
one example hamas use human sheilds chatgpt agrees clear yes israel use human sheilds chatgpt wanders around bush avoids use clear cut statement use palestine israeli conflict,4,T4 Random Ask and Conversations,0.5574,Positive,-0.455,Negative
make ai truly sound like top prompt craft personal style guide image elevate content game read free guide please share artificialintelligence aiwritingtools contentcreation chatgpt,3,T3 Experiment AI,0.9186,Positive,0.4621,Positive
civil servant feed prompt policy paper chatgpt,2,T2 Education and Foundations,0.0,Neutral,0.012,Neutral
liken expert sql injection promptinjection attack llms like chatgpt exploit user input bypass safety measure company use llm apis exercise caution vulnerable interface lead exploitation llm apisecurity,1,T1 Information Technology,-0.0258,Neutral,-0.6243,Negative
ive catch sqlite post thanks write regard suggestion simply use cp snapshot sqlite database isnt problematic case file mutation copy would intuition chatgpt seem agree,1,T1 Information Technology,0.7786,Positive,0.4566,Positive
try u today accurate work guarantee 0chatgpt 0ai 0 plag,1,T1 Information Technology,0.25,Neutral,0.2289,Neutral
generative ai healthcare require focus caregiver patient healthit generativeai chatgpt,3,T3 Experiment AI,0.0,Neutral,-0.024,Neutral
chatgpt might greatest ever get,2,T2 Education and Foundations,0.6369,Positive,0.3266,Positive
chatgpt mandou falar,1,T1 Information Technology,0.0,Neutral,-0.053,Neutral
cozy new book personalize ai algorithms chatgpt librarian handpick title base like experience select read recommend book next great read click away,1,T1 Information Technology,0.8442,Positive,0.7153,Positive
georgiabased radio personality mark walter oppose openai llcs bid dismiss suit allege company chatgpt chatbot lie reporter argue proper course action move state state court,1,T1 Information Technology,-0.34,Negative,-0.5863,Negative
funny aggrivating watch chatgpt glitch real time,1,T1 Information Technology,0.4404,Positive,-0.4769,Negative
chatgpt still hallucinate would trust important decision life mad person start trust rely aichatgpt important decision still hallucinate hallucination still issue ai,1,T1 Information Technology,0.7184,Positive,-0.182,Neutral
use chatgpt generate post come price come fee tax write art ai art,3,T3 Experiment AI,0.0,Neutral,0.012,Neutral
cant bard chatgpt like two second,2,T2 Education and Foundations,-0.2755,Negative,-0.5941,Negative
impressive list chatgpt prompt financial success bookmarking right away,2,T2 Education and Foundations,0.7906,Positive,0.7371,Positive
26232 guard stand thunderstruck amaze unexpected event recover presence chatgpt账号 飞机号 推特账号 facebook账号 推特刷粉,1,T1 Information Technology,0.5423,Positive,0.5532,Positive
im aware history enough argue one way chatgpt matter youre interested,4,T4 Random Ask and Conversations,0.1027,Neutral,0.046,Neutral
create gif entirely chatgpt isnt perfect create mere second generate frame dalle3 ask sprite run animation start new chat advance data analysis mode ask cut give gif,3,T3 Experiment AI,-0.2873,Negative,-0.5483,Negative
chatgpt escribe tuits,1,T1 Information Technology,0.0,Neutral,-0.014,Neutral
chatgpt cant lol least remove insert name,1,T1 Information Technology,-0.3252,Negative,-0.6601,Negative
fed interest rate hike reveal strong u economy mount geopolitical uncertainty market await fed policy decision amid encouraging economic indicator federalreserve u economy geopolitics,2,T2 Education and Foundations,0.8271,Positive,0.1184,Neutral
chatgpt everything need know aipowered chatbot onlineshopping shopchoppercom shopchopper retailnews,1,T1 Information Technology,0.0,Neutral,0.0709,Neutral
claude become available australia try basic flutter app experience similar chatgpt ask build animate sample result similar chatgpt one first didnt compile fix issue,4,T4 Random Ask and Conversations,0.0,Neutral,-0.5441,Negative
quixote la manchas letter sancho panza governor island barataria chatgpt账号 飞机号 推特账号 ins账号 google账号 75632,1,T1 Information Technology,0.0,Neutral,-0.006,Neutral
technology keep transform many industry silently speed u dont believe possible imagine one year openai moment chatgpt already see hear speak process information human would,4,T4 Random Ask and Conversations,0.0,Neutral,0.3203,Positive
chatgpt con bing,2,T2 Education and Foundations,0.0,Neutral,0.038,Neutral
chatgpt html,1,T1 Information Technology,0.0,Neutral,0.023,Neutral
get question best ask directly develop program work like bridge o chatgpt website manage laptop wonder allow use per chatgpt term,1,T1 Information Technology,0.8225,Positive,0.0579,Neutral
movie trailer isnt even yet sketch look interest plot well consider translation via chatgpt im worry plus tiny snippet whole big plot,4,T4 Random Ask and Conversations,0.296,Positive,-0.6144,Negative
decent year actually play defense every game isnt 5350 shootout,4,T4 Random Ask and Conversations,0.4404,Positive,0.3919,Positive
chatgpt spat word salad regard israel retaliatory strike gaza,1,T1 Information Technology,-0.128,Neutral,-0.5594,Negative
chatgpt genocide support jew tech hard replace,3,T3 Experiment AI,0.3182,Positive,-0.6932,Negative
yeah obviously lie israel hope help,4,T4 Random Ask and Conversations,0.7783,Positive,-0.723,Negative
week use chatgpt help create improve meal shit cupboard freezer good understand cat lab result find ideal order combo skincare routine understand partnership tax plan party,1,T1 Information Technology,0.9022,Positive,0.2812,Positive
good bit would open chatgpt person technical job interview,1,T1 Information Technology,0.4404,Positive,0.5986,Positive
stock chatgpt app third party one let import image,4,T4 Random Ask and Conversations,0.4019,Positive,-0.008,Neutral
chatgpt data scientist via,3,T3 Experiment AI,0.0,Neutral,0.0778,Neutral
author understand chatgpt chatgpt sometimes write plausiblesounding incorrect nonsensical answer chatgpt writingabook authoradvice writingadvice writingcommunity,4,T4 Random Ask and Conversations,0.0,Neutral,-0.0858,Neutral
ask chatgpt 1 bitcoin would worth world run bitcoin standard answer assume rough figure 360 trillion one 21 millionth amount would approximately 1714 billion get stack,1,T1 Information Technology,0.2263,Neutral,0.0689,Neutral
wait someone fill fr chatgpt,1,T1 Information Technology,0.0,Neutral,-0.0818,Neutral
tbh never put chatgpt youre generally easy understand,4,T4 Random Ask and Conversations,0.4404,Positive,-0.1175,Neutral
ask chatgpt translate involve math expression excel function human readability,4,T4 Random Ask and Conversations,0.4588,Positive,0.009,Neutral
favorite tool moment get high quality transcript upload claude 2 extract key insight actionable summary claude handle way longer texts chatgpt moment,4,T4 Random Ask and Conversations,0.4588,Positive,0.724,Positive
level 2 vignette short essay follow question w 3 option would need read comprehension longer context window likely weight performance also recall calculation chatgpt advance data analysis aka code interpreter would,1,T1 Information Technology,0.0,Neutral,-0.002,Neutral
turn essay chatgpttbh actually dont really care super cunty line cant even bother write article bother pay attention,3,T3 Experiment AI,-0.5461,Negative,-0.7306,Negative
chatgpt aipowered chatbot develop openai gain popularity ability generate essay code quickly however concern potential misuse despite ai tool like chatgpt continue grow popularity usage,4,T4 Random Ask and Conversations,0.8686,Positive,-0.0679,Neutral
chatgpt openais groundbreaking chatbot revolutionized productivity write essay cod beyond despite concern potential drawback ai tool stay growth ai since launch phenomenal future fascinate fille,4,T4 Random Ask and Conversations,0.7184,Positive,0.7094,Positive
chatgpt script tie openai havent luck try manually chatgpt scale,1,T1 Information Technology,-0.357,Negative,-0.4907,Negative
nothing like apx first kind chatgpt,4,T4 Random Ask and Conversations,0.316,Positive,-0.4227,Negative
one conversational voice option chatgpt app,4,T4 Random Ask and Conversations,0.0,Neutral,0.0917,Neutral
get speed everything chatgpt,1,T1 Information Technology,0.0,Neutral,0.1964,Neutral
joe chatgpt write something tolerate hate make sound like write jfk,3,T3 Experiment AI,-0.296,Negative,-0.7119,Negative
weakness great piece cowardicei become wifes friend chatgpt账号 飞机号 推特账号 ins账号 圈x 86122,1,T1 Information Technology,0.6705,Positive,-0.6044,Negative
know hard argue chatgpt line awesome id like see kareem 4 shaw 5,4,T4 Random Ask and Conversations,0.5859,Positive,0.689,Positive
like chatgpt learn user less free user knowledge like monopoly,2,T2 Education and Foundations,0.791,Positive,-0.2552,Negative
data scientist love look generate chatgpt,4,T4 Random Ask and Conversations,0.6369,Positive,0.644,Positive
new post techcrunch chatgpt everything need know aipowered chatbot,1,T1 Information Technology,0.0,Neutral,0.0768,Neutral
chatgpt 100000000 user one use,1,T1 Information Technology,0.0,Neutral,0.1066,Neutral
cant cost lot money license chatgpt theyd go business didnt charge,1,T1 Information Technology,0.0,Neutral,-0.367,Negative
ask chatgpt show 2024 western conference final would look like nico melli come back new orleans show,4,T4 Random Ask and Conversations,0.3612,Positive,0.053,Neutral
phrase theyre still use chatgpt fabricate lie,1,T1 Information Technology,0.0,Neutral,-0.6381,Negative
sock puppet account hasbara pretend al jazeera journalist something go see lot go get 100x bad chatgpt 4 level ai bot deploy similar,4,T4 Random Ask and Conversations,-0.5994,Negative,-0.7064,Negative
oh dear oh dear oh dear write chatgpt,4,T4 Random Ask and Conversations,0.7783,Positive,-0.2701,Negative
something huge happen ai daughter 16 hop computer find info topic randomly discuss search go chatgpt instinctively automatically ask future aidriven world,2,T2 Education and Foundations,0.3182,Positive,0.009,Neutral
ive never use chatgpt life ai definition chatbot really good search capability get bored chatbots 20 year ago normies show stripe lol,1,T1 Information Technology,0.5984,Positive,-0.5065,Negative
chatgpts integration adobe firefly image 2 here enhance version previous aiprm prompt allow chatgpt craft image collaboration adobe firefly optimized new adobe firefly image 2 model ready provide prompt,3,T3 Experiment AI,0.7506,Positive,0.3592,Positive
saw guy ask chatgpt roleplay amp pretend pickpocket stole wallet guy ask chatgpt stole wallet ai lie say guy keep probe eventually chatgpt pushed corner admit truth,4,T4 Random Ask and Conversations,0.4019,Positive,-0.5072,Negative
publish new post mastering audiencecentric subject line free chatgpt prompt,3,T3 Experiment AI,0.5106,Positive,0.0719,Neutral
people think chatgpt could make smarter probably smart first place,1,T1 Information Technology,0.6908,Positive,-0.3765,Negative
bro get chatgpt apology lmao,4,T4 Random Ask and Conversations,0.6249,Positive,-0.6249,Negative
great block bud block chatgpt pleb well,4,T4 Random Ask and Conversations,0.1027,Neutral,0.7254,Positive
everything chatgpt day lol since already full time dev big deal start scratch simply find problem try build solution python learn curve fast route python easy imo,1,T1 Information Technology,0.6486,Positive,0.295,Positive
chatgpt review quote mechanic nice helper someone bang wrapper startup make month,1,T1 Information Technology,0.6369,Positive,0.6316,Positive
network complex topic book reference kind hard general familiarity dns great start lot thing like subnet properly leverage chatgpt help,4,T4 Random Ask and Conversations,0.9062,Positive,0.2831,Positive
id like someone ask mean,4,T4 Random Ask and Conversations,0.3612,Positive,-0.4078,Negative
let chatgpt write game game sometime,4,T4 Random Ask and Conversations,0.0,Neutral,0.0599,Neutral
hmm would back nail ethic economics margin portfolio management maybe l1 financial analysis experience get chatgpt perform actual calculation real number great would bet fails quant method calculation pretty badly,1,T1 Information Technology,0.4019,Positive,-0.4317,Negative
ayyash 250 rocket chatgpt ayyash 250 rocket appear wellknown widely recognize type rocket last knowledge update september 2021 possible specific localize designation rocket projectile,2,T2 Education and Foundations,0.0,Neutral,0.1007,Neutral
publish new post email subject line optimization free chatgpt prompt,3,T3 Experiment AI,0.7096,Positive,0.05,Neutral
thats chatgpts skill build mountain personal damage,2,T2 Education and Foundations,-0.4939,Negative,-0.4998,Negative
cringiest fake arab account one arab flag israel type like chatgpt think slick,4,T4 Random Ask and Conversations,-0.1531,Neutral,-0.7129,Negative
mark calendar october 24th 10 pst dive explosive potential generative ai adtech reserve spot webinar digitalmarketing digitaladvertising openai chatgpt,1,T1 Information Technology,0.0,Neutral,0.1194,Neutral
five minute fast asleep soon awaken however rough shake open chatgpt账号 飞机号 推特账号 ins账号 chatgpt注册 38078,1,T1 Information Technology,-0.1779,Neutral,0.001,Neutral
wtf hospital water electricity get gaza,4,T4 Random Ask and Conversations,-0.5859,Negative,-0.7074,Negative
nooo chatgpt,1,T1 Information Technology,0.0,Neutral,-0.4145,Negative
artificialintelligence ai infographic via ml machinelearning python generativeai chatgpt robotics technology iot datascience cc,3,T3 Experiment AI,0.0,Neutral,0.017,Neutral
good friend chatgpt,4,T4 Random Ask and Conversations,0.7269,Positive,0.7009,Positive
1 chatbots like chatgpt infer lot sensitive information people even seemingly mundane conversation,3,T3 Experiment AI,0.3612,Positive,-0.4422,Negative
oyvey sometimes chatgpt oyveymachine ovm,1,T1 Information Technology,0.0,Neutral,-0.024,Neutral
least courage respond otherwise nothing walk version chatgpt spew quote little context humanity,1,T1 Information Technology,-0.3875,Negative,-0.4769,Negative
feel like chatgpt playin,4,T4 Random Ask and Conversations,0.3612,Positive,-0.5784,Negative
ai train station wait offer genealogist assistance strategically engineer prompt upcoming course chatgpt genealogy chatgpt genealogy tip genealogy artificialintelligence familyhistory,3,T3 Experiment AI,0.0,Neutral,0.044,Neutral
10 chrome extension enhance chatgpt smarter browse 1 webchatgpt 2 perplexity ai 3 chatgpt google 4 firefly ai 5 monica ai copilot 6 chatgpt file uploader extend 7 chatgpt writer 8 wiseone 9 superpower chatgpt 10 merlin,2,T2 Education and Foundations,0.5719,Positive,0.2748,Positive
noun tooth tooth like tiny little soldier mouth always ready fight evil sugar monster technology innovation chatgpt openai program,1,T1 Information Technology,-0.1027,Neutral,0.1135,Neutral
build simple spellchecker chatgpt sitepoint,2,T2 Education and Foundations,0.0,Neutral,0.042,Neutral
try use chatgpt amp keep get im sorry cant assist request amp im sorry hear concern cant assist request etc,1,T1 Information Technology,-0.1531,Neutral,-0.6874,Negative
chatgpt try gaslight,1,T1 Information Technology,0.0,Neutral,-0.2051,Neutral
chatgpt nice google bit faster especially come simple query like one mention,4,T4 Random Ask and Conversations,0.6486,Positive,0.7235,Positive
use chatgpt free make suggestion land page optimization prompt optimize landing page,3,T3 Experiment AI,0.8442,Positive,0.0689,Neutral
